Gene.symbol	ID	adj.P.Val	logFC
METTL4	8022009	2.39127088774797e-08	-1.26698293452267
KNL1	7982757	2.50318455106967e-08	1.97556314109411
DEDD2	8037144	2.52717111136991e-08	-1.25681933155328
FBXO43	8152031	2.55695373369705e-08	0.867153950824263
SGPP1	7979574	2.55965777999114e-08	-1.24103639651474
SEPT11	8095854	2.56570111054297e-08	1.87587972209411
BYSL	8119492	2.6528522077425e-08	1.09233236322903
SEC16B	7922550	2.71951590878068e-08	0.788173480212019
GINS3	7996211	2.84974155333359e-08	1.41005554280159
LRP5	7942007	2.85592379841824e-08	1.13310071163606
C19orf66	8025551	2.87004101673283e-08	-0.845720461884349
CERS6	8046086	3.01159510328757e-08	1.49213443320182
TRANK1	8086125	3.01159510328757e-08	-1.82222723881292
DDX60	8103563	3.03945841388262e-08	-1.52682391754989
LOC100288637///OTUD7A	7982294	3.05342732927138e-08	0.94998652289456
JAK1	7916747	3.10572018275822e-08	-1.12473585364286
ANKRA2	8112596	3.10572018275822e-08	-0.949420147337867
ETV5	8092578	3.17311484130778e-08	1.54059556183107
ARHGAP45	8024170	3.23458864821719e-08	-1.09497635026077
ANGPT1	8152297	3.36658505495768e-08	2.96306563134694
CDK2	7956076	3.40126508780889e-08	1.38698773671656
SPNS2	8003875	3.46440660116002e-08	1.58351259720748
HIST1H2AH	8117543	3.49145582185989e-08	2.03735780622562
WIPF1	8056860	3.53641923989699e-08	-1.36013453306122
DECR2	7991846	3.65368620448862e-08	0.575331544209752
	8138822	3.67821931956104e-08	1.62370504604989
TMEM175	8093413	3.73511483406501e-08	-0.942345603867345
AHCY	8065738	3.77804180738803e-08	1.4718485514025
PHF1	8118682	3.9697026952684e-08	-1.2994276499297
KIF9	8086729	4.04920343286501e-08	0.883499570626984
SNORD75	7922416	4.06440677771614e-08	1.8147418737415
RAB28	8099395	4.06783083955033e-08	-1.03698635166213
CKS1B	8112327	4.11167745581876e-08	1.99998592069048
DIAPH2	8168691	4.17428290701495e-08	1.43142153550454
DYRK3	7909225	4.40212087699128e-08	1.44356442985941
CAPN7	8078110	4.42723409588701e-08	-0.891350280769839
HERPUD2	8139003	4.61421160787159e-08	-1.06125762656235
ZNF618	8157362	4.61421160787159e-08	1.08964898920068
BTN3A2	8117435	4.81019082948559e-08	-1.62674160715533
COA7	7916219	4.86157256177913e-08	1.3335965784025
IGFLR1	8036136	4.88849234362835e-08	-1.07854648129251
ZNF75D	8175319	4.99306774494239e-08	-0.889813285946711
FAM134B	8111136	5.0461345029938e-08	-2.2197034029297
POLM	8139281	5.0634341466267e-08	-0.888219258944441
TUBB	8179174	5.33815479892974e-08	1.34036160143765
RALGAPB	8062492	5.33815479892974e-08	-0.563073295495462
IL3RA	8176323	5.44331736424632e-08	1.9106070164898
ACLY	8015460	5.50734832944952e-08	0.718269375115646
PKD2	8096314	5.7227147786752e-08	1.60595177181066
HIST2H2AB///HIST2H2AB	7919642	5.79533644152653e-08	1.39651406380159
HELLS	7929438	5.81528053693584e-08	2.03768199983334
ZNF518B	8099364	5.81528053693584e-08	-1.00598895017573
RASA2	8083094	5.93884927008944e-08	-1.45386379417914
MGLL	8090433	5.9604291887789e-08	1.54022881886735
CPA3	8083260	5.97623133920626e-08	3.55737886008617
RHOBTB3	8106986	5.97647796592379e-08	2.06814370586508
EIF4G1	8084439	6.00743984383113e-08	0.89179396077551
	7895410	6.0735146118486e-08	-1.29350446063038
TAP2	8180034	6.14682055104677e-08	-1.12547722841837
EXTL2	7918026	6.19843081790193e-08	1.6121193638424
FAM124B	8059387	6.19843081790193e-08	1.58900532756463
AHSP	7995237	6.21871561916032e-08	2.53185206239456
P4HB	8019762	6.2855004783473e-08	1.25103592394104
HIST2H2BE	7919637	6.30869196208797e-08	1.65244434038662
DLC1	8149413	6.42290256748399e-08	0.600704723924038
FGD3	8156373	6.53569179298713e-08	-1.44419935907936
STON2	7980537	6.7247865264902e-08	2.45221377557823
AMOTL1	7943263	6.7247865264902e-08	1.65615637356689
FUT4	7943236	6.77902028606985e-08	1.15681215342744
IRF2BP2	7925161	6.90446788549261e-08	0.916644929818595
HBG2///HBG1	7946054	7.07879620175016e-08	3.12595460139569
CDC14B	8162610	7.48526954401531e-08	-0.929983668445576
OIP5	7987636	7.48526954401531e-08	1.14838208855102
PITPNC1	8009353	7.51431293183938e-08	-2.23193438609183
KANK2	8034130	7.57670193596773e-08	1.00888770294898
PTPN7	7923406	7.57670193596773e-08	1.09511869737529
EPSTI1	7971296	7.61718088314684e-08	-2.08938812312245
SLC25A28	7935639	7.63437869080835e-08	-0.691875412921769
STK26	8169949	7.63437869080835e-08	0.832070857937643
NME1-NME2///NME1	8008517	7.65382262022936e-08	2.39566283855556
AFMID	8010248	8.00194555323567e-08	1.16880498706576
	7895570	8.00194555323567e-08	2.0203517395907
LARP1B	8097388	8.05697016629588e-08	1.1966271389966
GDPD3	8000799	8.05697016629588e-08	-2.20202784515986
TMCO6	8108579	8.18145537758996e-08	-0.807223213238091
TUBB6	8020220	8.64239202303145e-08	1.08924241156236
TPSB2///TPSD1///TPSAB1	7998434	8.64239202303145e-08	1.74005668405896
PPARD	8118945	8.6772852433351e-08	-1.32398636423583
CYB561D1	7903688	8.71792140030462e-08	-1.12744180403742
ADGRL3	8095303	8.71792140030462e-08	1.68116452851361
SPRY2	7972217	8.72596032003794e-08	2.1860818186712
MICALL2	8137715	8.89187632356397e-08	0.941368067092973
MAML1///LTC4S	8110562	8.89187632356397e-08	0.96962837892404
EXOC8	7925043	8.92354899726305e-08	-1.07100731338775
POLE	7967736	9.00930248249391e-08	1.01355206199093
ST6GALNAC3	8180309	9.33911605887061e-08	-1.83376114927551
SMARCA4	8025788	9.85901814714464e-08	0.678264159506805
	7919390	9.86071336974373e-08	2.37648786159864
SH3TC2	8114991	9.91785616709814e-08	1.16210375625964
MND1	8097857	1.01106630270651e-07	1.30410535531519
HOMER3	8035566	1.01250324381405e-07	1.58183332173583
IL4R	7994280	1.05487963928342e-07	-1.97038027790023
TADA2B	8093993	1.05512325184256e-07	-1.6476771024932
ERVFRD-1	8123929	1.06327559810036e-07	0.985856521858277
CYFIP1	7981824	1.06430977049239e-07	2.16909363388435
SELL	7922219	1.08669521115024e-07	-1.09102654884694
DNAH14	7910047	1.09455819397902e-07	1.33655596848299
TUBA1B	7963046	1.09455819397902e-07	0.854647764908163
FOXO1	7971177	1.10921820518069e-07	-1.09084419767687
SOCS6	8021707	1.12685651984088e-07	1.98105585551701
ZNF496///ZNF496	7925705	1.13279102123127e-07	0.755338092214289
BTN3A3	8117476	1.15523052703843e-07	-1.53784739955442
KIF18A	7947248	1.17882233304084e-07	1.76138974078458
TPI1	8180371	1.18065009855256e-07	0.89992634752948
CNKSR3///CNKSR3	8130422	1.18065009855256e-07	1.19717839141497
OBSL1	8059249	1.18543021046591e-07	0.913505659665534
RAB7B	8180340	1.20325571343692e-07	0.800357542376418
NCAPG2	8144153	1.21855542135838e-07	1.7454433012347
DYNC2LI1	8041676	1.22331330860465e-07	1.09076904013832
GOLGA8R///GOLGA8DP///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8T///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8EP///GOLGA8IP	7982206	1.23139121765389e-07	2.00696278840136
MGST1	7954196	1.23772010207749e-07	3.55908251756916
SMOX	8060745	1.24535547482292e-07	1.60671252525511
C17orf62	8019507	1.25044847333797e-07	-1.00994075214626
GPSM3	8179987	1.25044847333797e-07	-1.14784160610998
	7894303	1.25509696405271e-07	-1.10885394344331
DKFZP779L1853	7955110	1.25992067765559e-07	-0.911891589472788
PRAF2	8172531	1.25992067765559e-07	-1.0961943321814
RANBP17	8109938	1.26581644245521e-07	1.50896665906689
LOC107984066///LOC100996643///LOC100133920///LOC286297///MTHFD1L	8161484	1.27335879573991e-07	0.984343754105443
NYNRIN	7973724	1.27845310928864e-07	1.92394501219841
MIRLET7G	8087881	1.3158582912943e-07	-1.91375796513039
C7orf43	8141445	1.3158582912943e-07	-1.05572244869615
NEK2	7924096	1.31741607165694e-07	1.40870902127891
TLN2	7984019	1.32053608577961e-07	0.522802762165535
MAPK13	8119016	1.33059697555411e-07	-1.9865751398322
ING3	8135718	1.33059697555411e-07	-0.807047701907026
ZNF652	8016546	1.35471904579496e-07	-1.51819306360885
RINL	8036622	1.37473161516128e-07	-0.854585730795915
RGS14	8110327	1.38664045895971e-07	-1.12695988965873
RASAL2	7907611	1.42858139182582e-07	1.15422934259524
	7895661	1.43346639583004e-07	1.01857633162132
SUGT1P1	8160712	1.44667194306823e-07	1.45404377357823
HPRT1	8169984	1.4606203592335e-07	1.51849684956576
SLCO4A1	8063923	1.4819265994182e-07	1.08534742362812
BACE1	7951910	1.48894983968727e-07	1.40192748119955
PLXNB2	8076998	1.48900531658566e-07	2.53162028295919
ZC3HAV1L	8143270	1.48925918896599e-07	1.82337172047846
ANKRD37	8098604	1.49757111753372e-07	-0.893005174217686
ARNTL2	7954527	1.50786550698888e-07	1.5842153519297
	7941563	1.54739903124283e-07	-1.82422738337301
CHKA	7949916	1.56077548155097e-07	1.40960556317801
MYCN	8040419	1.56077548155097e-07	2.25336346476758
CALR	8026106	1.56927412634384e-07	1.28391519602948
SGO2	8047288	1.56927412634384e-07	1.43167295602267
MFSD10	8099037	1.60786678893337e-07	0.703544439876421
MSL3	8166015	1.66850855438499e-07	-1.01506665041043
	7896297	1.67993556918047e-07	-1.63673947078118
ARHGAP11B	7982287	1.69149777654296e-07	2.12529265304195
	7896430	1.69728922616148e-07	1.50956473161338
EME1	8008310	1.70865878376473e-07	0.775984362207486
POLD1	8030641	1.71001223312026e-07	0.757012655583901
HLA-C///HLA-B///HLA-A///HLA-B///HLA-A	8178489	1.71001223312026e-07	-1.4123880720805
FBXL14	7960280	1.73456120546704e-07	-0.709693388953513
GATS	8141477	1.75223059942876e-07	-0.920647077971655
PHACTR1	8116932	1.75282699578129e-07	1.48780569515873
TMEM17	8052585	1.76528830487742e-07	1.09812267221202
IRF9	7973618	1.76609470105833e-07	-1.30714599659297
ERP27	7961524	1.84006344777213e-07	-2.16253504862698
PXMP2	7960117	1.84345714315462e-07	1.1934202829898
CENPE	8102076	1.84345714315462e-07	1.43771482732767
ZBTB24	8128767	1.85207839822987e-07	-1.28715316079819
RHOBTB1	7933821	1.8622229827045e-07	1.54937873433447
PNP	7973067	1.8622229827045e-07	2.30127284865533
PLXND1	8090591	1.8831024340671e-07	2.06387956461905
ZFP36L1	7979813	1.88883835860859e-07	-2.42089885633333
DNA2	7934026	1.9775633121599e-07	1.14298102919728
RRM1	7937915	1.98640012192052e-07	1.71515937662926
	7893074	2.03135419747704e-07	1.01411647430952
	7991638	2.03666817788105e-07	-1.38557489511111
CDK5R1	8006409	2.05470882721837e-07	-1.03727353760431
SPG20	7970999	2.08002949717533e-07	1.26759134727211
PTBP2	7903188	2.08459220553573e-07	1.26214511690136
UNC5CL	8126248	2.08895866869618e-07	-0.622435703386619
PANK4	7911730	2.09708433348882e-07	-0.948928983804987
BCAT1	7961829	2.21696365430341e-07	2.40401696969501
GIN1	8113403	2.23306689820138e-07	-1.6736672628322
SLC43A1	7948249	2.24274966966908e-07	1.24625503963265
HOXB3	8016444	2.24274966966908e-07	1.89430244640363
CENPM	8076393	2.30100203476376e-07	0.889912593724492
DNM1	8158183	2.30100203476376e-07	0.854554484489801
SPNS3	8003861	2.31749730076339e-07	1.91461501145352
SAP30L	8109428	2.32227298487173e-07	-0.816452141827663
GABBR1	8179595	2.34762477498694e-07	-1.89951460283106
AURKB	8012403	2.35547833763751e-07	1.05163070192744
SUPT16H	7977674	2.40340651395713e-07	1.0126594840136
TNFAIP1	8005847	2.40340651395713e-07	-0.881716109092967
MMRN1	8096415	2.40776539577315e-07	2.77742745314059
H1F0	8072926	2.41747443087488e-07	2.14706728581066
PPM1M	8080198	2.4567049275233e-07	-1.40724464256349
RAB44	8119102	2.46555693465776e-07	1.73526480441497
GAPDH	7953385	2.46555693465776e-07	0.766454617074833
PRDX3	7936661	2.53817474489204e-07	1.30449500178232
TCAF2P1///TCAF2	8136954	2.5658666852813e-07	-1.33864194768254
SLC39A9	7975344	2.67487131799756e-07	0.664803571837872
ALAS2	8173135	2.70969471289059e-07	2.21501216222789
CNN2	8024111	2.73688588057376e-07	-1.38246197317347
E2F1	8065710	2.75879709053125e-07	0.819638286413835
PFDN2	7921786	2.75879709053125e-07	0.543677626553293
CTNNAL1	8163063	2.76982140135818e-07	1.27154497279365
GYPA	8102998	2.76982140135818e-07	2.51280925080159
ZNF217	8067113	2.83417912168109e-07	-1.04566550059297
ZNF367	8162601	2.85080800959773e-07	1.2149440024263
	7893642	2.85775493427775e-07	1.12460044675964
CEP128	7980496	2.87018413949546e-07	1.57118467892177
WNT10A	8048452	2.89245619789131e-07	-0.666217644766441
PROM1	8099476	2.96161268673008e-07	3.50223780437982
LRIG1	8088642	2.96385606369115e-07	-1.81889165405669
AIFM1	8175052	2.97852619945841e-07	1.42001436098753
FAM103A1	8130765	3.0166258520441e-07	-0.920285875503403
GPX1	8180346	3.05728976185212e-07	2.04970586395465
KLHL22	8074632	3.05728976185212e-07	-0.904747042487528
TTC7B	7980720	3.05929057248313e-07	1.92019685848073
OR2T8	7911233	3.06080918495458e-07	1.19200903802268
CDC20	7900699	3.06080918495458e-07	1.50730202312585
PYGM	7949124	3.08549052954425e-07	-1.45867855052721
NCK2	8044133	3.10396731455655e-07	-1.73029364721542
ZNF862	8137202	3.11522250980155e-07	-1.04301448318141
ANKRD28	8085628	3.23043159223103e-07	1.97999185488549
HMGB2	8103728	3.23043159223103e-07	1.24787440879252
RAB33B	8097507	3.31438047768327e-07	-0.838769498965985
GNG2	7974341	3.31994368007194e-07	-1.85901072147959
CLTC	8008834	3.31994368007194e-07	0.870784816911565
FBXO8	8103755	3.31994368007194e-07	-0.969189512800453
PLA2G4A	7908351	3.31994368007194e-07	2.53690689356916
STAB1	8080344	3.32905173675112e-07	2.29600305501361
RUNX1	8070194	3.32905173675112e-07	1.08131234507144
SP110	8059650	3.35158359230728e-07	-1.93830088385147
LINC00921	7992867	3.36187179738684e-07	-1.55565102527438
LMNB2	8032491	3.47316590087144e-07	0.973300250054423
	8056821	3.51345067832915e-07	0.932925694730161
ENO1	7912198	3.5374371904502e-07	1.40396178195465
ATAD5	8006187	3.5374371904502e-07	1.35574430112245
PIM2	8172471	3.5374371904502e-07	-1.76539514470861
	7893641	3.57751174465623e-07	1.24010592833106
CREBRF	8110032	3.59813900442355e-07	-1.64052491969728
	7894993	3.62457032711823e-07	-1.56254043998639
ELMOD3	8043131	3.63639931921368e-07	-0.661001405939908
STK17A	8132503	3.63639931921368e-07	-1.74872272131179
TMEM97	8005839	3.63639931921368e-07	1.64084099125737
SMAD1	8097657	3.64131107970593e-07	1.9211337130669
TSGA13///COPG2	8142945	3.64131107970593e-07	0.79697861413152
FAM98C	8028397	3.75456543471973e-07	-0.723162706714286
PRKD2	8037794	3.77439244048358e-07	-1.55113699268027
PCCB	8082886	3.80128989287502e-07	1.5023567188288
CEACAM21	8029076	3.84352049209944e-07	-1.27355167820635
AURKA	8067167	3.86672232367936e-07	1.59285325979139
FBXO3	7947434	3.87877207473403e-07	-0.846074833970521
LINC01599	7978917	3.89469682184321e-07	-1.52569748085374
STARD13	7970924	3.93238544308609e-07	0.657793525182541
AGPS	8046604	4.0922891316547e-07	1.55375326156123
NIPSNAP3A	8157021	4.18409713657208e-07	1.64662690552835
CA2	8147132	4.25631035971719e-07	2.5981438674161
RMND5B	8110437	4.27028762448296e-07	-0.8224553780136
POLD4	7949746	4.3082866993407e-07	-1.02182875939909
MTFR2	8129763	4.38472272165141e-07	1.08481280455669
C16orf54	8003601	4.41820579173636e-07	-1.21974889910997
COMT	8071289	4.48067069700308e-07	1.36219485055669
MAP3K14	8016194	4.48985238342474e-07	-0.914480476004533
RUVBL2	8030113	4.4912380237007e-07	1.16773512258843
GAS2L3	7957850	4.52504910382599e-07	2.04861566386735
CYB561D2	8079993	4.53474493454712e-07	-0.69323753468821
CENPO	8040578	4.60953591111694e-07	1.21773134413265
MTHFD2	8042830	4.70008672636945e-07	1.2923054754025
	7917431	4.74601063721369e-07	1.74094858269161
RHAG	8126878	4.76823632965943e-07	2.2224657975
TNRC6B	8073214	4.80090300345694e-07	-0.832028570359409
	8089295	4.80090300345694e-07	-1.64013117589002
GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A	7991695	4.83294135404142e-07	0.839228054405898
ABL1	8158725	4.89087130735275e-07	0.846640394954649
TMC6	8018823	4.93597078441302e-07	-0.970284204823129
	7892787	5.01164321094421e-07	-1.90442149607596
SDC4///ROS1	8066513	5.06085575767721e-07	1.57375512278798
AMN1	7962185	5.16080035299378e-07	-1.67038877801247
	7895678	5.22721621244782e-07	-1.42722294373923
SHISA5	8086953	5.24921232662804e-07	-1.32931349563832
WWC3	8165947	5.27545916934561e-07	-1.62018645168254
IDH2	7991374	5.28333778299808e-07	0.971369824419504
PRMT5	7977820	5.32851953838428e-07	0.776723243634922
ATG9A	8059139	5.43274947540304e-07	-0.783924226332201
BTG2	7908917	5.43274947540304e-07	-1.56345809962812
SLC2A5	7912224	5.45192903180036e-07	1.88173047956689
C19orf48	8038624	5.45192903180036e-07	0.985801954376418
MALAT1	7949410	5.49714740333803e-07	-1.09534172795805
ACACA	8014487	5.57818887130713e-07	1.53741406582993
RXRB	8180111	5.6662429149585e-07	-0.603388149488658
CYFIP2	8109528	5.74289211872978e-07	-1.65052718265646
PBRM1	8087951	5.79507830419478e-07	0.671577192748298
MAST3	8026926	5.80896759321341e-07	-1.54155364659297
ABHD13	7969979	6.00406815788042e-07	-0.695356618995461
TMEM243	8140730	6.09351205313606e-07	-1.65152640664852
TBC1D10C	7941879	6.09351205313606e-07	-1.38076708449999
GSS	8065817	6.14628117389083e-07	1.44232199066894
GNL2	7915015	6.17500139715739e-07	1.17925576955669
ZNF730	8027348	6.20450243283439e-07	1.82273065953628
CDCA8	7900167	6.21971590698695e-07	1.04195198313719
WDR12	8058373	6.21971590698695e-07	1.8951509320839
SMIM10	8170007	6.36930290379417e-07	1.08130803965193
S100Z	8106411	6.39287019479496e-07	2.62621064128345
PORCN	8167287	6.39505905010658e-07	-0.921573226748299
KDM7A	8143341	6.419433302606e-07	-1.97670655044217
DECR1	8147228	6.44102356974105e-07	-0.850368368687072
SNORD78	7922408	6.47803954273333e-07	1.69198702829819
INPP5K	8011062	6.60501439499058e-07	-0.925497785866209
SKA1	8021187	6.6214443644354e-07	1.25724749879819
IDH1	8058552	6.62784542120313e-07	1.67334756559864
TTF2	7904314	6.67469912710852e-07	1.29125527858504
DOCK1	7931293	6.71940683046202e-07	2.13641378306689
TP53I3	8050702	6.81005804165963e-07	1.47768020019388
DCUN1D5	7951325	7.23853839814357e-07	1.30514595104195
	7895534	7.23853839814357e-07	-1.34842402852608
RUSC2	8155048	7.31872761628943e-07	1.30595200658844
AK2	7916590	7.38823079050463e-07	1.11943350592177
VAPB	8063620	7.40290497223485e-07	-0.694494975150793
BTG1	7965423	7.49437293647309e-07	-1.16966780139682
CABLES1	8020495	7.5175976831173e-07	1.89220661755896
EFEMP2	7949503	7.53712494101388e-07	-0.686698048068027
	7939240	7.67035693807143e-07	0.906059330819728
HILPDA	8135915	7.69405590775004e-07	1.27291346909524
EHD1	7949264	7.69405590775004e-07	-1.20901766823129
ZBTB38	8083090	7.78060980392016e-07	-1.61334311262358
C1orf52	7917331	7.91668542460685e-07	-0.788244465395691
CYTH1	8018922	8.10795478580767e-07	-1.29188780930839
KIF21B	7923233	8.34089049434925e-07	-1.48301762484807
C11orf45	7952626	8.35301465530097e-07	0.824025007334467
SELT	8083352	8.37193742467205e-07	-0.902984632054419
RAB44	8119096	8.39386208108364e-07	1.54865945192404
RALGPS1	8157949	8.48360193859146e-07	-1.07094312996145
PIEZO2	8022295	8.58010614082587e-07	1.9048860760771
DOCK7	7916669	8.86863351238352e-07	1.78028740301587
CNTLN	8154449	8.86863351238352e-07	1.94114521002381
PDIA3P1///PDIA3	7904881	8.98194963824923e-07	1.80551421600227
	8163326	8.98194963824923e-07	0.980270621179144
GSG2	8003844	9.00873558003419e-07	1.0062010635703
FAM231A///FAM231D///LOC388692	7905043	9.07857759805946e-07	-1.23167935524376
CDC25C	8114425	9.19968766596398e-07	0.968752345718823
EML4///ALK	8041592	9.26838041213756e-07	-1.53790148926304
NEGR1	7916986	9.26838041213756e-07	2.15137207193311
PCGF5	7929132	9.26838041213756e-07	-1.32610161984467
BRPF3	8119034	9.51048002294624e-07	-0.917099284197273
CNTROB	8004741	9.97348026440824e-07	0.969234609340139
PRPF40A	8055913	9.97415536317042e-07	0.527236279954652
MYO5C	7988876	9.99105155463259e-07	1.87745291554989
STK4	8062908	1.00806312667542e-06	-0.964573010896824
HLA-C///HLA-B///HLA-B	8178498	1.00886349826654e-06	-1.10801495854082
C5orf56	8107934	1.01509540455224e-06	-1.05245238654308
ATP5B	7964234	1.0155294568645e-06	0.90613410601134
PRKAR2B	8135378	1.02840171835407e-06	2.37133971684241
	7998927	1.02937674857304e-06	1.57043146160771
TMOD4	7919929	1.02937674857304e-06	-0.685972262218822
PLCXD1	8176286	1.03824908089401e-06	1.35119596526418
B3GALNT2	7925229	1.03824908089401e-06	1.23358052452495
SUSD1	8163383	1.08695927438433e-06	1.46861770380839
	7893964	1.09242031895003e-06	1.4496886338288
SYNE2	7974920	1.09426294102132e-06	-3.13220034974149
C4orf46	7991777	1.10138268540184e-06	1.36794961087302
DDX21	7927936	1.12255089716526e-06	1.14680831716894
STK32B	8093858	1.14226333088144e-06	1.31102874782426
SPSB3	7998590	1.15499183158687e-06	-0.605362882815189
CAV2///LOC105375463///CAV2	8135587	1.16686246573555e-06	1.34970514004989
CDKN3	7974404	1.16686246573555e-06	1.35727469162812
MACC1	8138466	1.17767052183546e-06	2.53140293629252
